customer_id,age,monthly_income_idr,monthly_spend_idr,app_usage_time_hrs,support_tickets_opened,website_visits_per_month,customer_tenure_months
CUST-36737,19.0,5186293.0,481915,1,0,6,4
CUST-85629,44.0,11448678.0,2859490,17,2,2,33
CUST-86534,34.0,26484508.0,14449607,25,0,3,24
CUST-49986,29.0,10546741.0,3235416,12,3,1,28
CUST-85039,23.0,10694946.0,1534911,15,2,24,46
CUST-96925,21.0,,599876,2,0,23,18
CUST-30079,34.0,21569632.0,10672214,45,0,29,19
CUST-33236,49.0,11526737.0,1901921,8,3,20,11
CUST-43572,23.0,9937878.0,1707990,19,1,6,30
CUST-27771,42.0,11266402.0,2406739,17,2,24,17
CUST-96143,25.0,4067642.0,190093,3,0,17,17
CUST-65029,29.0,10859244.0,2386040,14,1,22,43
CUST-84532,47.0,9286585.0,2280316,9,3,11,6
CUST-41653,22.0,6582569.0,531459,1,0,2,17
CUST-71396,27.0,13768790.0,2073044,17,2,27,31
CUST-69052,25.0,5226476.0,672212,3,0,17,26
CUST-71120,47.0,8691757.0,1890719,9,2,19,36
CUST-99599,22.0,4708362.0,613319,3,0,4,39
CUST-99399,43.0,8708662.0,4013518,15,2,1,36
CUST-34058,40.0,13703394.0,4546643,18,1,13,43
CUST-64912,47.0,12851188.0,4221864,16,1,25,43
CUST-44020,46.0,9324070.0,4670082,10,2,12,44
CUST-79626,23.0,5661793.0,385195,3,0,17,17
CUST-54623,24.0,6416430.0,251563,2,0,24,19
CUST-77957,22.0,5059920.0,494966,1,0,16,6
CUST-37935,19.0,4717912.0,177454,3,0,10,16
CUST-92310,24.0,4612121.0,418420,2,0,14,15
CUST-51786,30.0,13122930.0,3939855,15,2,23,29
CUST-76150,41.0,11433382.0,1781570,9,3,17,14
CUST-12983,24.0,8559723.0,3431451,9,3,26,23
CUST-17564,42.0,16841648.0,12549571,46,0,18,33
CUST-84038,27.0,6958443.0,311837,2,0,3,42
CUST-79346,24.0,6649228.0,541759,4,0,27,39
CUST-22984,44.0,30004124.0,9093373,45,1,16,44
CUST-20816,27.0,5859582.0,350195,1,0,17,3
CUST-50600,45.0,8556701.0,2714449,11,2,16,1
CUST-99431,26.0,4397710.0,311760,1,0,4,12
CUST-47573,22.0,4911420.0,338506,4,0,7,46
CUST-66979,34.0,11881185.0,1679352,14,3,29,45
CUST-65554,38.0,34984609.0,12489464,33,0,24,6
CUST-56600,23.0,5514542.0,166262,1,0,3,20
CUST-38831,27.0,6574754.0,474999,3,0,3,38
CUST-27674,36.0,12909384.0,3175843,12,2,9,3
CUST-39192,30.0,10462616.0,4210241,19,2,15,40
CUST-90199,19.0,5074135.0,658030,2,0,27,5
CUST-51755,33.0,20087268.0,13155579,40,0,5,13
CUST-12396,25.0,4402732.0,606079,2,0,19,3
CUST-96231,23.0,11479591.0,2798266,8,2,19,16
CUST-43130,22.0,12684346.0,1958298,16,1,13,25
CUST-63947,21.0,5921214.0,169274,2,0,7,5
CUST-12719,27.0,6689784.0,671926,2,0,11,30
CUST-67932,19.0,6509155.0,226209,2,0,29,12
CUST-41966,40.0,34858544.0,12371112,41,1,2,24
CUST-39257,23.0,4600530.0,278589,3,0,9,32
CUST-17491,22.0,5656671.0,538755,2,0,27,17
CUST-86919,18.0,4597897.0,353973,2,0,27,18
CUST-37083,21.0,4484090.0,776787,1,0,7,29
CUST-39241,33.0,34954542.0,8554510,43,0,23,26
CUST-91958,23.0,12427036.0,3218224,10,1,15,29
CUST-87258,41.0,8444191.0,3002337,11,2,27,3
CUST-49214,25.0,6981467.0,395900,1,0,16,37
CUST-15626,27.0,,4840216,12,3,1,38
CUST-48158,24.0,12017136.0,2786936,15,2,12,16
CUST-92970,49.0,10474968.0,3471856,12,3,14,7
CUST-62098,33.0,13481140.0,4520311,19,2,20,46
CUST-75455,35.0,10881990.0,2297968,19,1,25,22
CUST-39759,42.0,9804673.0,4438199,15,3,13,17
CUST-51688,41.0,28476005.0,9778655,35,0,1,38
CUST-62269,23.0,4593586.0,536624,4,0,15,16
CUST-73483,49.0,13553811.0,2846208,17,2,1,2
CUST-66985,30.0,12370380.0,3549949,8,1,22,39
CUST-78577,34.0,23439469.0,14678073,42,0,10,44
CUST-36015,38.0,29391234.0,14258746,30,0,9,12
CUST-34826,19.0,5308507.0,506845,3,0,7,11
CUST-31288,21.0,6703381.0,198818,3,0,28,42
CUST-93186,,12335702.0,3067628,16,1,26,19
CUST-12356,21.0,4594604.0,128380,3,0,23,32
CUST-47412,39.0,13711813.0,3440369,10,2,24,41
CUST-40027,49.0,9390281.0,3822466,13,3,17,30
CUST-57908,27.0,6229180.0,331447,4,0,4,28
CUST-90818,41.0,12031419.0,1801207,9,1,9,36
CUST-36017,29.0,24852415.0,10092195,26,0,4,6
CUST-58364,40.0,10377074.0,4297753,13,1,18,40
CUST-33279,18.0,6618137.0,119975,4,0,23,42
CUST-54965,35.0,11850241.0,2843862,12,1,13,41
CUST-57064,49.0,11109244.0,2122605,15,3,20,2
CUST-77649,44.0,16960826.0,13877016,49,1,3,37
CUST-22588,28.0,15152999.0,11542923,48,1,23,47
CUST-86619,31.0,13287618.0,4154837,17,1,9,1
CUST-81635,29.0,13659595.0,4603232,16,2,28,43
CUST-19847,22.0,5326283.0,192324,1,0,12,28
CUST-91537,23.0,6540476.0,134707,2,0,9,37
CUST-86260,18.0,4170102.0,494274,2,0,21,5
CUST-45057,41.0,18040267.0,14983593,44,0,24,43
CUST-78785,34.0,21935774.0,8367223,39,0,23,44
CUST-53753,44.0,10906495.0,2843276,11,2,28,8
CUST-23669,18.0,5549302.0,778556,4,0,5,47
CUST-98009,23.0,8964918.0,1996758,17,3,18,18
CUST-52823,29.0,13701934.0,2776647,8,3,25,46
CUST-88916,18.0,5914142.0,381652,4,0,9,26
CUST-15704,23.0,13870577.0,3483167,13,3,1,41
CUST-76024,26.0,6739956.0,622828,3,0,11,4
CUST-46321,27.0,11699181.0,4082117,10,2,18,13
CUST-61924,20.0,5938762.0,494583,2,0,15,1
CUST-93360,,12032654.0,2164468,10,1,17,32
CUST-70233,33.0,12274277.0,2134122,10,2,2,46
CUST-41348,42.0,8225049.0,2817191,9,2,29,26
CUST-21563,32.0,16654753.0,12296431,29,0,4,15
CUST-68348,44.0,10086213.0,4858509,9,3,21,23
CUST-46914,37.0,12253486.0,3946459,16,3,15,4
CUST-16012,23.0,4955154.0,540097,2,0,4,46
CUST-64691,36.0,12338843.0,1924226,15,2,18,2
CUST-54139,25.0,11901529.0,4903096,18,3,10,39
CUST-84172,28.0,9530814.0,3353751,8,2,10,36
CUST-23673,43.0,13605126.0,2869909,8,1,15,13
CUST-47384,43.0,13987029.0,4786235,16,2,15,10
CUST-44084,46.0,8075388.0,4152841,15,1,4,24
CUST-91571,24.0,6395337.0,427825,3,0,10,33
CUST-27014,26.0,8195246.0,3843394,19,2,21,17
CUST-33711,26.0,13783182.0,4738306,19,3,11,10
CUST-27727,34.0,11119612.0,4391005,16,2,3,7
CUST-65754,24.0,13629481.0,3498197,14,1,7,24
CUST-64253,31.0,20538917.0,8124905,31,0,4,40
CUST-20106,25.0,9980290.0,4924328,15,1,6,41
CUST-14255,34.0,13181057.0,4323099,12,3,21,8
CUST-55113,19.0,5908802.0,599499,1,0,3,22
CUST-63363,44.0,12908240.0,3060354,9,3,8,22
CUST-10207,25.0,11127748.0,3639980,16,3,10,30
CUST-91437,37.0,13311499.0,1808623,19,3,13,23
CUST-92205,29.0,10126453.0,2771300,11,1,21,20
CUST-86559,39.0,11404231.0,3164742,8,1,12,38
CUST-94328,35.0,9982243.0,3192128,14,2,21,2
CUST-28073,26.0,4389954.0,138067,2,0,4,18
CUST-71929,24.0,12809109.0,3083246,13,1,12,47
CUST-70631,27.0,12481617.0,1587468,10,2,10,30
CUST-88222,20.0,4293894.0,664749,1,0,21,35
CUST-58895,23.0,12115362.0,3203377,11,2,10,25
CUST-41055,43.0,13272864.0,4651629,8,2,22,46
CUST-58244,24.0,8968616.0,1523429,16,1,2,8
CUST-99099,25.0,9720856.0,2056110,11,1,28,13
CUST-28268,21.0,4251537.0,659550,2,0,11,2
CUST-65677,40.0,11447794.0,3596594,9,2,11,31
CUST-80984,30.0,10790358.0,4690664,10,1,28,46
CUST-56851,43.0,32686927.0,14494395,25,1,7,40
CUST-22411,24.0,4427387.0,534995,1,0,6,39
CUST-61196,22.0,6154174.0,433373,4,0,3,7
CUST-86373,43.0,13867021.0,2055462,12,1,5,2
CUST-15542,33.0,23592974.0,7502420,34,0,5,1
CUST-57076,47.0,12153585.0,3185996,12,1,13,32
CUST-32420,24.0,8971248.0,1963547,18,3,20,26
CUST-82930,29.0,33740787.0,12542511,42,1,9,29
CUST-40911,27.0,12913705.0,3575020,8,1,17,9
CUST-52080,19.0,4442939.0,103631,1,0,10,40
CUST-98789,32.0,13632758.0,2248321,15,3,8,15
CUST-40111,24.0,,196722,1,0,12,1
CUST-46224,29.0,10822988.0,4968792,14,3,13,24
CUST-54857,44.0,29501508.0,10293331,45,1,14,36
CUST-38138,36.0,11904722.0,-500000,10,3,26,5
CUST-38270,43.0,11009887.0,3018087,17,2,16,28
CUST-45144,25.0,6871039.0,354311,1,0,2,15
CUST-88040,38.0,12070211.0,2443693,16,1,26,10
CUST-49071,25.0,6900737.0,421909,1,0,16,32
CUST-36806,23.0,12907530.0,4793705,8,2,9,25
CUST-86971,35.0,9519603.0,3468541,11,1,19,46
CUST-86272,30.0,29804511.0,9217181,47,0,12,41
CUST-89751,42.0,12877708.0,3047261,12,2,14,40
CUST-96250,44.0,12826847.0,4381738,13,2,25,22
CUST-65731,34.0,11231185.0,3741281,12,3,27,31
CUST-37044,44.0,11690583.0,4020107,13,3,29,33
CUST-19496,43.0,10443282.0,2368374,14,3,5,47
CUST-59666,47.0,13176903.0,4013024,19,1,1,4
CUST-44196,37.0,20627745.0,10911146,49,1,14,39
CUST-29033,23.0,9116271.0,4028268,16,2,26,12
CUST-25379,26.0,4282017.0,664660,1,0,11,16
CUST-19596,33.0,22089975.0,7416978,29,1,4,20
CUST-83445,23.0,5163490.0,647993,1,0,21,40
CUST-47804,31.0,9927205.0,1604195,19,1,20,17
CUST-33225,25.0,9477852.0,4609389,10,1,23,4
CUST-78926,29.0,16294929.0,9504594,43,0,14,19
CUST-53934,40.0,31053323.0,14275037,30,0,4,19
CUST-86256,25.0,13510493.0,1790998,8,3,18,28
CUST-87984,26.0,6130939.0,645909,1,0,17,6
CUST-94045,37.0,10225198.0,2239290,13,3,28,11
CUST-56850,27.0,4516595.0,763689,2,0,13,43
CUST-33284,40.0,25128069.0,9150224,37,0,19,42
CUST-32436,27.0,6834418.0,687100,4,0,20,21
CUST-25078,26.0,12041059.0,4366757,17,2,7,35
CUST-17531,46.0,13024355.0,4247176,13,2,28,31
CUST-84603,26.0,6404899.0,574013,4,0,10,30
CUST-60057,34.0,24340854.0,7019675,38,1,16,16
CUST-51800,27.0,4270040.0,526188,2,0,13,36
CUST-40682,38.0,24322004.0,12028035,42,0,7,6
CUST-87454,19.0,4115359.0,166707,4,0,16,7
CUST-28745,47.0,11541483.0,4092631,16,1,21,18
CUST-97896,32.0,27155863.0,8599792,43,0,21,12
CUST-98553,30.0,10365600.0,2708948,11,3,25,7
CUST-28474,22.0,8206487.0,3695004,9,2,9,39
CUST-79184,18.0,6557537.0,412813,2,0,10,21
CUST-88258,43.0,31374601.0,12832801,40,1,29,39
CUST-58777,45.0,11366823.0,4110469,19,3,3,32
CUST-15774,41.0,8588158.0,4130723,11,2,24,40
CUST-66700,23.0,6091635.0,625069,3,0,9,40
CUST-91816,27.0,5561456.0,391262,2,0,24,3
CUST-31253,18.0,4443945.0,141971,3,0,7,23
CUST-12551,19.0,6725290.0,762212,3,0,12,10
CUST-31384,36.0,27902884.0,14601748,32,0,15,15
CUST-95445,25.0,6831569.0,500187,4,0,12,2
CUST-95120,24.0,11014938.0,3807697,18,2,23,8
CUST-72987,22.0,4273349.0,495807,1,0,11,46
CUST-66481,22.0,12226156.0,4557526,12,1,4,28
CUST-36819,24.0,5449796.0,155426,1,0,25,20
CUST-40930,22.0,6539784.0,195665,2,0,28,44
CUST-28888,19.0,5493934.0,343051,4,0,21,24
CUST-95751,24.0,11932747.0,2561339,17,1,26,33
CUST-39009,41.0,12565537.0,2724744,10,3,26,11
CUST-65915,37.0,12629375.0,4989429,8,1,11,30
CUST-97969,20.0,5237715.0,258588,4,0,2,35
CUST-48547,49.0,8123950.0,1829638,13,1,28,1
CUST-97960,24.0,5304766.0,306402,4,0,15,38
CUST-65267,42.0,13205620.0,1943316,11,2,12,17
CUST-96661,20.0,6148091.0,241521,3,0,27,27
CUST-12659,48.0,12670817.0,4792023,13,2,21,8
CUST-33383,41.0,25769914.0,9892371,41,0,14,26
CUST-94866,23.0,6822136.0,615693,3,0,10,19
CUST-58200,21.0,5517740.0,128365,3,0,27,19
CUST-61875,25.0,6409381.0,658516,1,0,8,17
CUST-21240,22.0,8077175.0,4185747,16,2,27,14
CUST-24849,21.0,4163834.0,370403,4,0,9,46
CUST-69659,45.0,13051646.0,1785711,8,2,3,11
CUST-89151,19.0,4460244.0,674100,1,0,20,37
CUST-56403,22.0,13315572.0,1960796,16,1,3,17
CUST-16581,28.0,22320583.0,14822636,47,0,12,46
CUST-99906,26.0,4088668.0,769927,1,0,6,20
CUST-53355,20.0,4553091.0,773590,3,0,28,4
CUST-21190,34.0,8270914.0,2941985,15,2,9,1
CUST-16716,27.0,10661637.0,3584504,9,1,12,6
CUST-85868,,34248594.0,13114683,34,0,13,35
CUST-16796,24.0,8869807.0,3259980,11,1,29,38
CUST-26724,18.0,5369277.0,379687,3,0,21,42
CUST-14648,30.0,10279176.0,2685111,12,1,17,24
CUST-32207,48.0,10408630.0,2355080,14,1,11,46
CUST-88279,18.0,4961703.0,632498,4,0,29,45
CUST-88682,37.0,11900379.0,4464932,15,1,14,23
CUST-33377,24.0,6231984.0,253262,4,0,18,2
CUST-44542,22.0,12975230.0,3884291,9,1,28,40
CUST-24376,18.0,4437625.0,255378,3,0,7,2
CUST-84637,30.0,10542017.0,2976402,18,1,18,9
CUST-87313,49.0,13655635.0,2280741,18,1,29,38
CUST-12282,25.0,6906369.0,349768,2,0,1,45
CUST-60583,26.0,13935677.0,1708944,16,3,25,38
CUST-46268,23.0,5197162.0,483395,3,0,23,9
CUST-27858,47.0,9897501.0,2060315,19,2,3,28
CUST-74047,30.0,13573694.0,2534262,15,3,26,36
CUST-78803,45.0,11627447.0,4030971,12,3,5,1
CUST-12011,41.0,8245404.0,4239401,19,2,3,43
CUST-18767,48.0,9227146.0,4380304,8,2,5,8
CUST-27438,41.0,8615863.0,4640811,13,1,4,45
CUST-99859,25.0,6458042.0,745194,1,0,26,27
CUST-36417,32.0,13446079.0,1876794,17,3,6,15
CUST-41778,31.0,11885180.0,2701700,17,1,23,6
CUST-24973,49.0,9972424.0,4140240,18,3,20,17
CUST-25848,37.0,8435477.0,3183523,12,1,17,13
CUST-74386,43.0,11494708.0,4258010,14,3,10,34
CUST-92302,40.0,13968633.0,1630544,12,2,12,21
CUST-35879,,6565618.0,724219,3,0,29,35
CUST-65568,23.0,10648202.0,2692931,10,1,3,18
CUST-28951,46.0,10181906.0,2102276,14,1,28,5
CUST-34842,25.0,10975605.0,2404850,18,1,22,45
CUST-11207,43.0,10123238.0,4924731,12,1,20,41
CUST-70011,23.0,5539600.0,690706,3,0,12,32
CUST-38064,44.0,9416953.0,2390083,13,3,24,23
CUST-46304,32.0,11289791.0,2092632,10,2,19,14
CUST-63410,49.0,13785522.0,3881486,11,3,16,9
CUST-90018,40.0,22085904.0,13555984,41,0,6,3
CUST-37103,34.0,11564462.0,4145485,14,2,22,29
CUST-27611,30.0,31272265.0,13969129,45,1,2,41
CUST-20503,45.0,13301533.0,3290008,10,3,26,40
CUST-19764,28.0,13124674.0,3925920,11,1,1,15
CUST-30131,35.0,29163844.0,13932667,33,0,3,2
CUST-18605,36.0,33895649.0,13345645,38,1,6,11
CUST-38220,24.0,13284749.0,4154395,9,1,19,38
CUST-56092,29.0,10681206.0,2692097,17,2,24,47
CUST-80263,23.0,11931586.0,4714215,14,2,23,27
CUST-44324,34.0,24042832.0,14748840,45,0,19,19
CUST-90905,43.0,9472542.0,1778710,14,2,4,8
CUST-18244,41.0,12194463.0,4595565,9,2,24,15
CUST-84763,25.0,9279180.0,4833178,14,2,23,31
CUST-89563,39.0,10797921.0,1679838,18,1,17,15
CUST-54757,44.0,29244857.0,14587676,42,1,6,17
CUST-65103,35.0,31406440.0,9263429,29,1,29,28
CUST-15571,28.0,25670216.0,10930010,26,1,4,18
CUST-42441,20.0,5548485.0,618767,4,0,23,26
CUST-81854,49.0,10141912.0,4644311,14,2,23,21
CUST-64040,22.0,4975776.0,611511,4,0,9,21
CUST-64575,40.0,13630761.0,2856688,12,2,7,28
CUST-15355,20.0,6870574.0,691343,2,0,9,7
CUST-36654,19.0,5338084.0,780332,4,0,2,16
CUST-37747,27.0,8118581.0,2676503,13,1,13,23
CUST-33554,23.0,8872328.0,2115175,14,2,28,6
CUST-64336,42.0,10376219.0,2858311,13,2,4,21
CUST-20293,24.0,11655180.0,3539096,8,2,10,44
CUST-52965,37.0,32583780.0,10918949,48,1,17,36
CUST-61813,20.0,6908056.0,600098,3,0,17,12
CUST-95179,45.0,9061404.0,2479114,16,2,26,38
CUST-86240,24.0,6378907.0,799151,3,0,8,28
CUST-40116,23.0,5486516.0,695642,3,0,6,7
CUST-71240,28.0,34978294.0,8642425,31,1,12,16
CUST-14426,42.0,9498339.0,3136974,10,1,8,33
CUST-55671,45.0,12142535.0,1773452,13,3,3,29
CUST-59067,23.0,11198156.0,3106734,19,3,26,4
CUST-88257,26.0,4142980.0,602367,4,0,11,15
CUST-87240,43.0,9917160.0,4815258,17,3,26,25
CUST-88915,20.0,6054410.0,480596,4,0,15,31
CUST-42983,32.0,13439296.0,3499920,11,2,22,47
CUST-15939,41.0,26152153.0,10516144,42,0,9,11
CUST-37076,28.0,29069473.0,14125006,45,1,6,38
CUST-54254,19.0,6915017.0,667597,1,0,3,30
CUST-34272,25.0,4863659.0,239883,1,0,16,11
CUST-69234,23.0,6125480.0,737199,4,0,28,26
CUST-40873,33.0,9349590.0,1885893,13,2,6,4
CUST-60081,19.0,4296208.0,168431,2,0,23,8
CUST-31542,29.0,13353966.0,4053437,8,3,17,20
CUST-32601,43.0,11645525.0,3755915,16,1,4,37
CUST-28601,49.0,8692137.0,1781854,18,1,28,40
CUST-91050,25.0,6827183.0,782773,1,0,25,29
CUST-50695,34.0,9901740.0,2954089,11,1,23,27
CUST-95744,18.0,4107096.0,192764,3,0,3,20
CUST-30313,30.0,27951138.0,14343728,31,0,14,17
CUST-76641,21.0,6495324.0,568947,1,0,4,1
CUST-39961,47.0,9728665.0,2661068,11,3,27,11
CUST-44540,22.0,5139904.0,405505,4,0,9,29
CUST-69979,32.0,11541815.0,1546002,12,3,26,19
CUST-55607,34.0,29900526.0,13072310,31,1,5,21
CUST-30700,24.0,4925779.0,410001,4,0,8,41
CUST-41555,37.0,8191387.0,2789709,16,3,26,15
CUST-55095,18.0,4998082.0,453646,4,0,29,36
CUST-26673,45.0,12467223.0,3019593,11,3,25,23
CUST-47544,40.0,20149534.0,10924221,45,1,25,6
CUST-63459,37.0,16947238.0,13289317,45,0,3,22
CUST-95160,23.0,5200114.0,145475,3,0,5,13
CUST-75458,39.0,12623037.0,4265668,16,3,14,47
